import time: self [us] | cumulative | imported package
import time:       681 |     530118 |           openai
import time:        30 |     530148 |         openai._models
import time:        96 |         96 |             litellm.types.llms
import time:       519 |        519 |             litellm.types.llms.base
import time:        91 |         91 |               litellm.types.responses
import time:      3177 |       3267 |             litellm.types.responses.main
import time:     48129 |      52010 |           litellm.types.llms.openai
import time:       273 |      52282 |         litellm.litellm_core_utils.core_helpers
import time:      3524 |       3524 |         litellm.types.guardrails
import time:      3800 |       3800 |         litellm.types.rerank
import time:     22668 |     741207 |       litellm.types.utils
import time:       342 |     741885 |     litellm.litellm_core_utils.logging_utils
import time:       405 |        405 |     litellm.types.llms.custom_http
import time:       292 |        292 |         importlib_metadata._meta
import time:       290 |        290 |         importlib_metadata._collections
import time:       305 |        305 |         importlib_metadata._compat
import time:       129 |        129 |         importlib_metadata._functools
import time:       158 |        158 |         importlib_metadata._itertools
import time:       127 |        127 |         importlib_metadata.compat
import time:       150 |        150 |         importlib_metadata.compat.py39
import time:       126 |        126 |         importlib_metadata.compat.py311
import time:       954 |       2527 |       importlib_metadata
import time:       148 |        148 |               zipp.compat
import time:       158 |        306 |             zipp.compat.py310
import time:       150 |        150 |             zipp.glob
import time:       126 |        126 |             zipp._functools
import time:       551 |       1131 |           zipp
import time:        18 |       1149 |         zipp.compat
import time:       175 |       1323 |       zipp.compat.overlay
import time:      2145 |       2145 |             email._header_value_parser
import time:       550 |       2694 |           email.headerregistry
import time:       252 |        252 |           email.contentmanager
import time:       428 |       3373 |         email.policy
import time:       172 |        172 |         importlib_metadata._text
import time:       328 |       3872 |       importlib_metadata._adapters
import time:      2818 |      10539 |     litellm._version
import time:      1023 |     836355 |   litellm.llms.custom_httpx.http_handler
import time:       221 |        221 |         litellm.litellm_core_utils.model_param_helper
import time:      2523 |       2523 |         litellm.types.caching
import time:       241 |        241 |         litellm.caching.base_cache
import time:       179 |        179 |         litellm.caching.disk_cache
import time:       210 |        210 |           litellm.caching.in_memory_cache
import time:      1761 |       1761 |             litellm.types.services
import time:       543 |       2304 |           litellm.caching.redis_cache
import time:       516 |       3029 |         litellm.caching.dual_cache
import time:       285 |        285 |         litellm.caching.qdrant_semantic_cache
import time:       186 |        186 |         litellm.caching.redis_cluster_cache
import time:        99 |         99 |             litellm.litellm_core_utils.prompt_templates
import time:       509 |        607 |           litellm.litellm_core_utils.prompt_templates.common_utils
import time:       271 |        878 |         litellm.caching.redis_semantic_cache
import time:       199 |        199 |         litellm.caching.s3_cache
import time:       757 |       8493 |       litellm.caching.caching
import time:       181 |       8673 |     litellm.caching
import time:        21 |       8694 |   litellm.caching.caching
import time:       175 |        175 |   litellm.caching.llm_caching_handler
import time:      3205 |       3205 |   litellm.types.llms.bedrock
import time:       172 |        172 |     litellm.proxy
import time:       106 |        106 |       litellm.types.integrations
import time:      2569 |       2675 |     litellm.types.integrations.slack_alerting
import time:       756 |        756 |       litellm.exceptions
import time:      3991 |       3991 |       litellm.types.completion
import time:      1672 |       1672 |       litellm.types.embedding
import time:      3394 |       3394 |       litellm.types.llms.vertex_ai
import time:     30804 |      40616 |     litellm.types.router
import time:       120 |        120 |       litellm.proxy.types_utils
import time:       373 |        493 |     litellm.proxy.types_utils.utils
import time:    152000 |     195953 |   litellm.proxy._types
import time:       130 |        130 |       litellm.types.proxy
import time:       156 |        286 |     litellm.types.proxy.management_endpoints
import time:      1737 |       2023 |   litellm.types.proxy.management_endpoints.ui_sso
import time:       192 |        192 |     litellm.integrations
import time:       372 |        372 |     litellm.types.integrations.argilla
import time:       698 |       1261 |   litellm.integrations.custom_logger
import time:       266 |        266 |       litellm.types.integrations.base_health_check
import time:       259 |        524 |     litellm.integrations.additional_logging_utils
import time:       571 |       1094 |   litellm.litellm_core_utils.logging_callback_manager
import time:      1680 |       1680 |       dotenv.parser
import time:       729 |        729 |       dotenv.variables
import time:       740 |       3148 |     dotenv.main
import time:       331 |       3478 |   dotenv
import time:       451 |        451 |       httpcore._models
import time:       109 |        109 |               httpcore._backends
import time:       344 |        344 |               httpcore._exceptions
import time:       124 |        124 |               httpcore._utils
import time:       247 |        247 |               httpcore._backends.base
import time:       318 |       1142 |             httpcore._backends.sync
import time:       195 |        195 |                 certifi.core
import time:       400 |        594 |               certifi
import time:       118 |        712 |             httpcore._ssl
import time:        82 |         82 |               trio
import time:       311 |        393 |             httpcore._synchronization
import time:       162 |        162 |             httpcore._trace
import time:       126 |        126 |                     h11._abnf
import time:       336 |        336 |                       h11._util
import time:       774 |       1109 |                     h11._headers
import time:      4002 |       5237 |                   h11._events
import time:       328 |        328 |                     h11._receivebuffer
import time:       558 |        558 |                     h11._state
import time:      1315 |       2200 |                   h11._readers
import time:       425 |        425 |                   h11._writers
import time:       785 |       8645 |                 h11._connection
import time:       123 |        123 |                 h11._version
import time:       198 |       8965 |               h11
import time:       193 |        193 |               httpcore._sync.interfaces
import time:       520 |       9677 |             httpcore._sync.http11
import time:       315 |      12398 |           httpcore._sync.connection
import time:       305 |        305 |           httpcore._sync.connection_pool
import time:       319 |        319 |           httpcore._sync.http_proxy
import time:        83 |         83 |               h2
import time:        19 |        102 |             h2.config
import time:       259 |        360 |           httpcore._sync.http2
import time:        85 |         85 |             socksio
import time:       177 |        262 |           httpcore._sync.socks_proxy
import time:       262 |      13903 |         httpcore._sync
import time:        20 |      13922 |       httpcore._sync.connection_pool
import time:       217 |      14589 |     httpcore._api
import time:       140 |        140 |         httpcore._backends.auto
import time:       182 |        182 |           httpcore._async.interfaces
import time:       427 |        609 |         httpcore._async.http11
import time:       255 |       1003 |       httpcore._async.connection
import time:       282 |        282 |       httpcore._async.connection_pool
import time:      1719 |       1719 |       httpcore._async.http_proxy
import time:        89 |         89 |           h2
import time:        20 |        108 |         h2.config
import time:       321 |        428 |       httpcore._async.http2
import time:        87 |         87 |         socksio
import time:       208 |        294 |       httpcore._async.socks_proxy
import time:       266 |       3990 |     httpcore._async
import time:       247 |        247 |     httpcore._backends.mock
import time:       197 |        197 |     httpcore._backends.anyio
import time:        80 |         80 |       trio
import time:       160 |        240 |     httpcore._backends.trio
import time:       382 |      19643 |   httpcore
import time:       217 |        217 |       importlib.resources._itertools
import time:       276 |        493 |     importlib.resources.readers
import time:       136 |        628 |   importlib.readers
import time:       224 |        224 |   litellm.litellm_core_utils.get_model_cost_map
import time:       375 |        375 |     stringprep
import time:       369 |        743 |   encodings.idna
import time:       277 |        277 |   litellm.timeout
import time:        96 |         96 |       litellm.litellm_core_utils.llm_cost_calc
import time:       408 |        504 |     litellm.litellm_core_utils.llm_cost_calc.tool_call_cost_tracking
import time:       947 |        947 |                   regex._regex
import time:      5775 |       6721 |                 regex._regex_core
import time:        57 |         57 |                 regex.DEFAULT_VERSION
import time:       575 |       7353 |               regex.regex
import time:       185 |       7538 |             regex
import time:       511 |        511 |             tiktoken._tiktoken
import time:       354 |       8402 |           tiktoken.core
import time:       471 |        471 |               pkgutil
import time:       129 |        129 |               tiktoken_ext
import time:       166 |        765 |             tiktoken.registry
import time:       177 |        941 |           tiktoken.model
import time:       209 |       9550 |         tiktoken
import time:      1509 |       1509 |           tokenizers.tokenizers
import time:       132 |        132 |               tokenizers.decoders
import time:       127 |        127 |               tokenizers.models
import time:       126 |        126 |               tokenizers.normalizers
import time:       118 |        118 |               tokenizers.pre_tokenizers
import time:       116 |        116 |               tokenizers.processors
import time:       616 |       1232 |             tokenizers.implementations.base_tokenizer
import time:       312 |        312 |             tokenizers.implementations.bert_wordpiece
import time:       267 |        267 |             tokenizers.implementations.byte_level_bpe
import time:       198 |        198 |             tokenizers.implementations.char_level_bpe
import time:       204 |        204 |             tokenizers.implementations.sentencepiece_bpe
import time:       294 |        294 |             tokenizers.implementations.sentencepiece_unigram
import time:       242 |       2746 |           tokenizers.implementations
import time:       950 |       5205 |         tokenizers
import time:        86 |         86 |             litellm.integrations.datadog
import time:       193 |        193 |             litellm.integrations.custom_batch_logger
import time:       451 |        451 |             litellm.types.integrations.datadog
import time:       512 |       1240 |           litellm.integrations.datadog.datadog
import time:      1289 |       1289 |           litellm.integrations.opentelemetry
import time:      3902 |       3902 |             litellm.types.integrations.prometheus
import time:       300 |       4201 |           litellm.integrations.prometheus_services
import time:       289 |       7017 |         litellm._service_logger
import time:       109 |        109 |           litellm.litellm_core_utils.audio_utils
import time:       208 |        316 |         litellm.litellm_core_utils.audio_utils.utils
import time:       117 |        117 |         litellm.litellm_core_utils.json_validation_rule
import time:        94 |         94 |         litellm.llms.gemini
import time:       189 |        189 |         litellm.caching._internal_lru_cache
import time:      2400 |       2400 |         litellm.caching.caching_handler
import time:       413 |        413 |         litellm.integrations.custom_guardrail
import time:       161 |        161 |         litellm.litellm_core_utils.credential_accessor
import time:       172 |        172 |           tiktoken.load
import time:    173330 |     173502 |         litellm.litellm_core_utils.default_encoding
import time:       514 |        514 |         litellm.litellm_core_utils.exception_mapping_utils
import time:       162 |        162 |         litellm.litellm_core_utils.get_litellm_params
import time:        81 |         81 |             litellm.secret_managers
import time:       315 |        396 |           litellm.secret_managers.main
import time:       445 |        840 |         litellm.litellm_core_utils.get_llm_provider_logic
import time:       209 |        209 |         litellm.litellm_core_utils.get_supported_openai_params
import time:       160 |        160 |         litellm.litellm_core_utils.llm_request_utils
import time:        86 |         86 |           litellm.litellm_core_utils.llm_response_utils
import time:       749 |        749 |           litellm.types.llms.databricks
import time:       146 |        146 |           litellm.litellm_core_utils.llm_response_utils.get_headers
import time:       547 |       1527 |         litellm.litellm_core_utils.llm_response_utils.convert_dict_to_response
import time:       173 |        173 |         litellm.litellm_core_utils.llm_response_utils.get_api_base
import time:       144 |        144 |         litellm.litellm_core_utils.llm_response_utils.get_formatted_prompt
import time:       171 |        171 |         litellm.litellm_core_utils.llm_response_utils.response_metadata
import time:       177 |        177 |         litellm.litellm_core_utils.redact_messages
import time:       154 |        154 |         litellm.litellm_core_utils.rules
import time:      2032 |       2032 |           litellm.litellm_core_utils.thread_pool_executor
import time:       826 |       2857 |         litellm.litellm_core_utils.streaming_handler
import time:       281 |        281 |         litellm.litellm_core_utils.token_counter
import time:        87 |         87 |           litellm.llms.bedrock
import time:        81 |         81 |             litellm.llms.base_llm
import time:       407 |        487 |           litellm.llms.base_llm.base_utils
import time:        94 |         94 |             litellm.llms.base_llm.chat
import time:       517 |        610 |           litellm.llms.base_llm.chat.transformation
import time:       439 |       1623 |         litellm.llms.bedrock.common_utils
import time:        96 |         96 |           litellm.router_utils
import time:       283 |        378 |         litellm.router_utils.get_retry_from_policy
import time:     34097 |      34097 |           pydantic._internal._decorators_v1
import time:      5163 |      39259 |         litellm.types.llms.anthropic
import time:       133 |        133 |           litellm.llms.base_llm.anthropic_messages
import time:       289 |        422 |         litellm.llms.base_llm.anthropic_messages.transformation
import time:        82 |         82 |           litellm.llms.base_llm.audio_transcription
import time:       326 |        407 |         litellm.llms.base_llm.audio_transcription.transformation
import time:        84 |         84 |           litellm.llms.base_llm.completion
import time:       275 |        358 |         litellm.llms.base_llm.completion.transformation
import time:        81 |         81 |           litellm.llms.base_llm.embedding
import time:       215 |        296 |         litellm.llms.base_llm.embedding.transformation
import time:        82 |         82 |           litellm.llms.base_llm.files
import time:       284 |        366 |         litellm.llms.base_llm.files.transformation
import time:        84 |         84 |           litellm.llms.base_llm.image_variations
import time:       263 |        346 |         litellm.llms.base_llm.image_variations.transformation
import time:        81 |         81 |           litellm.llms.base_llm.rerank
import time:       374 |        454 |         litellm.llms.base_llm.rerank.transformation
import time:        88 |         88 |           litellm.llms.base_llm.responses
import time:       265 |        352 |         litellm.llms.base_llm.responses.transformation
import time:     91579 |     342156 |       litellm.utils
import time:       215 |     342370 |     litellm.litellm_core_utils.llm_cost_calc.utils
import time:        87 |         87 |       litellm.llms.anthropic
import time:       173 |        260 |     litellm.llms.anthropic.cost_calculation
import time:        77 |         77 |       litellm.llms.azure
import time:       193 |        269 |     litellm.llms.azure.cost_calculation
import time:        82 |         82 |       litellm.llms.bedrock.image
import time:       176 |        257 |     litellm.llms.bedrock.image.cost_calculator
import time:        76 |         76 |       litellm.llms.databricks
import time:       158 |        233 |     litellm.llms.databricks.cost_calculator
import time:        73 |         73 |       litellm.llms.deepseek
import time:       150 |        222 |     litellm.llms.deepseek.cost_calculator
import time:        70 |         70 |       litellm.llms.fireworks_ai
import time:       175 |        245 |     litellm.llms.fireworks_ai.cost_calculator
import time:       143 |        143 |     litellm.llms.gemini.cost_calculator
import time:        74 |         74 |       litellm.llms.openai
import time:       194 |        267 |     litellm.llms.openai.cost_calculation
import time:        80 |         80 |       litellm.llms.together_ai
import time:       163 |        242 |     litellm.llms.together_ai.cost_calculator
import time:        72 |         72 |       litellm.llms.vertex_ai
import time:       264 |        335 |     litellm.llms.vertex_ai.cost_calculator
import time:        82 |         82 |       litellm.llms.vertex_ai.image_generation
import time:       154 |        235 |     litellm.llms.vertex_ai.image_generation.cost_calculator
import time:        72 |         72 |       litellm.responses
import time:       293 |        365 |     litellm.responses.utils
import time:       759 |     346701 |   litellm.cost_calculator
import time:        92 |         92 |       litellm.batches
import time:       268 |        360 |     litellm.batches.batch_utils
import time:       262 |        262 |         litellm.integrations.prompt_management_base
import time:       162 |        423 |       litellm.integrations.custom_prompt_management
import time:       295 |        295 |       litellm.types.integrations.anthropic_cache_control_hook
import time:       235 |        952 |     litellm.integrations.anthropic_cache_control_hook
import time:        82 |         82 |       litellm.integrations.arize
import time:       122 |        122 |         litellm.litellm_core_utils.safe_json_dumps
import time:       138 |        259 |       litellm.integrations.arize._utils
import time:       805 |        805 |       litellm.types.integrations.arize
import time:       365 |       1510 |     litellm.integrations.arize.arize
import time:       220 |        220 |     litellm.integrations.mlflow
import time:       114 |        114 |       litellm.integrations.pagerduty
import time:        79 |         79 |         litellm.integrations.SlackAlerting
import time:       167 |        167 |         litellm.litellm_core_utils.duration_parser
import time:        83 |         83 |           litellm.integrations.email_templates
import time:       151 |        234 |         litellm.integrations.email_templates.templates
import time:       130 |        130 |         litellm.integrations.SlackAlerting.batching_handler
import time:       228 |        228 |         litellm.integrations.SlackAlerting.utils
import time:       932 |       1766 |       litellm.integrations.SlackAlerting.slack_alerting
import time:       528 |        528 |       litellm.types.integrations.pagerduty
import time:       386 |       2793 |     litellm.integrations.pagerduty.pagerduty
import time:       273 |        273 |     litellm.integrations.argilla
import time:       686 |        686 |       litellm.types.integrations.arize_phoenix
import time:       204 |        890 |     litellm.integrations.arize.arize_phoenix
import time:       166 |        166 |     litellm.integrations.athina
import time:        81 |         81 |       litellm.integrations.azure_storage
import time:       399 |        399 |         litellm.llms.openai.common_utils
import time:       137 |        137 |         litellm.secret_managers.get_azure_ad_token_provider
import time:       401 |        936 |       litellm.llms.azure.common_utils
import time:       416 |       1432 |     litellm.integrations.azure_storage.azure_storage
import time:     64832 |      64832 |     litellm.integrations.braintrust_logging
import time:       437 |        437 |       litellm.types.integrations.datadog_llm_obs
import time:       448 |        885 |     litellm.integrations.datadog.datadog_llm_obs
import time:       167 |        167 |     litellm.integrations.dynamodb
import time:      1881 |       1881 |     litellm.integrations.galileo
import time:       107 |        107 |       litellm.integrations.gcs_bucket
import time:       215 |        215 |         litellm.types.integrations.gcs_bucket
import time:       317 |        531 |       litellm.integrations.gcs_bucket.gcs_bucket_base
import time:       326 |        963 |     litellm.integrations.gcs_bucket.gcs_bucket
import time:        84 |         84 |       litellm.integrations.gcs_pubsub
import time:       263 |        346 |     litellm.integrations.gcs_pubsub.pub_sub
import time:       162 |        162 |     litellm.integrations.greenscale
import time:       169 |        169 |     litellm.integrations.helicone
import time:       326 |        326 |     litellm.integrations.humanloop
import time:       197 |        197 |     litellm.integrations.lago
import time:        78 |         78 |       litellm.integrations.langfuse
import time:       156 |        156 |         packaging
import time:       269 |        269 |         packaging._structures
import time:      1950 |       2375 |       packaging.version
import time:       180 |        180 |       litellm.types.integrations.langfuse
import time:       517 |       3148 |     litellm.integrations.langfuse.langfuse
import time:       240 |        240 |     litellm.integrations.langfuse.langfuse_handler
import time:       244 |        244 |       litellm.litellm_core_utils.asyncify
import time:        84 |         84 |         litellm.litellm_core_utils.specialty_caches
import time:       188 |        271 |       litellm.litellm_core_utils.specialty_caches.dynamic_logging_cache
import time:       357 |        871 |     litellm.integrations.langfuse.langfuse_prompt_management
import time:      3013 |       3013 |       litellm.types.integrations.langsmith
import time:       291 |       3304 |     litellm.integrations.langsmith
import time:       253 |        253 |     litellm.integrations.literal_ai
import time:       483 |        483 |     litellm.integrations.logfire_logger
import time:       189 |        189 |     litellm.integrations.lunary
import time:       174 |        174 |     litellm.integrations.openmeter
import time:        81 |         81 |       litellm.integrations.opik
import time:      1640 |       1640 |         configparser
import time:       189 |       1829 |       litellm.integrations.opik.utils
import time:       256 |       2165 |     litellm.integrations.opik.opik
import time:       636 |        636 |     litellm.integrations.prometheus
import time:       160 |        160 |     litellm.integrations.prompt_layer
import time:       169 |        169 |     litellm.integrations.s3
import time:       144 |        144 |     litellm.integrations.supabase
import time:       164 |        164 |     litellm.integrations.traceloop
import time:        83 |         83 |           wandb
import time:        14 |         96 |         wandb.sdk
import time:        14 |        110 |       wandb.sdk.data_types
import time:       313 |        422 |     litellm.integrations.weights_biases
import time:       125 |        125 |     litellm.litellm_core_utils.initialize_dynamic_callback_params
import time:        36 |         36 |         litellm.proxy.enterprise
import time:        10 |         45 |       litellm.proxy.enterprise.enterprise_callbacks
import time:        11 |         56 |     litellm.proxy.enterprise.enterprise_callbacks.generic_api_callback
import time:      2037 |      93244 |   litellm.litellm_core_utils.litellm_logging
import time:       199 |        199 |     litellm.llms.base
import time:       295 |        493 |   litellm.llms.custom_llm
import time:       201 |        201 |           litellm.litellm_core_utils.dd_tracing
import time:       930 |       1131 |         litellm.llms.bedrock.base_aws_llm
import time:       144 |        144 |                 xml
import time:       149 |        293 |               xml.etree
import time:       455 |        455 |               xml.etree.ElementPath
import time:       134 |        134 |                 pyexpat
import time:        97 |        230 |               _elementtree
import time:       796 |       1772 |             xml.etree.ElementTree
import time:       323 |        323 |                 jinja2.bccache
import time:       208 |        208 |                     markupsafe._speedups
import time:       403 |        611 |                   markupsafe
import time:      1788 |       1788 |                     jinja2.utils
import time:      3373 |       5160 |                   jinja2.nodes
import time:       413 |        413 |                     jinja2.exceptions
import time:       157 |        157 |                       jinja2.visitor
import time:       539 |        695 |                     jinja2.idtracking
import time:       155 |        155 |                     jinja2.optimizer
import time:      1249 |       2512 |                   jinja2.compiler
import time:       322 |        322 |                       jinja2.async_utils
import time:      1057 |       1057 |                       jinja2.runtime
import time:      1615 |       2992 |                     jinja2.filters
import time:       220 |        220 |                     jinja2.tests
import time:       172 |       3383 |                   jinja2.defaults
import time:       834 |        834 |                     jinja2._identifier
import time:      1849 |       2683 |                   jinja2.lexer
import time:       801 |        801 |                   jinja2.parser
import time:      1838 |      16984 |                 jinja2.environment
import time:       710 |        710 |                 jinja2.loaders
import time:       261 |      18277 |               jinja2
import time:       611 |      18887 |             jinja2.sandbox
import time:       293 |        293 |             litellm.types.llms.ollama
import time:       165 |        165 |             litellm.litellm_core_utils.prompt_templates.image_handling
import time:       877 |        877 |             litellm.types.llms.cohere
import time:      1199 |      23191 |           litellm.litellm_core_utils.prompt_templates.factory
import time:       508 |        508 |                 litellm.llms.anthropic.common_utils
import time:       702 |        702 |                 litellm.llms.anthropic.chat.transformation
import time:       563 |       1772 |               litellm.llms.anthropic.chat.handler
import time:       154 |       1926 |             litellm.llms.anthropic.chat
import time:        19 |       1944 |           litellm.llms.anthropic.chat.handler
import time:       665 |        665 |           litellm.llms.bedrock.chat.converse_transformation
import time:      1022 |      26820 |         litellm.llms.bedrock.chat.invoke_handler
import time:       282 |      28232 |       litellm.llms.bedrock.chat.converse_handler
import time:       146 |      28377 |     litellm.llms.bedrock.chat
import time:        18 |      28395 |   litellm.llms.bedrock.chat.converse_transformation
import time:        86 |         86 |       litellm.llms.openai_like
import time:       124 |        209 |     litellm.llms.openai_like.chat
import time:       166 |        166 |     litellm.llms.databricks.streaming_utils
import time:       266 |        266 |       litellm.llms.openai.chat
import time:       198 |        198 |       litellm.llms.base_llm.base_model_iterator
import time:       465 |        928 |     litellm.llms.openai.chat.gpt_transformation
import time:       251 |        251 |       litellm.llms.openai.chat.o_series_transformation
import time:      4613 |       4864 |     litellm.llms.openai.openai
import time:       275 |        275 |     litellm.llms.openai_like.common_utils
import time:       220 |        220 |     litellm.llms.openai_like.chat.transformation
import time:       395 |       7055 |   litellm.llms.openai_like.chat.handler
import time:        79 |         79 |       litellm.llms.aiohttp_openai
import time:       132 |        210 |     litellm.llms.aiohttp_openai.chat
import time:       213 |        423 |   litellm.llms.aiohttp_openai.chat.transformation
import time:        71 |         71 |       litellm.llms.galadriel
import time:       115 |        186 |     litellm.llms.galadriel.chat
import time:       180 |        366 |   litellm.llms.galadriel.chat.transformation
import time:        69 |         69 |       litellm.llms.github
import time:       106 |        174 |     litellm.llms.github.chat
import time:       165 |        339 |   litellm.llms.github.chat.transformation
import time:        68 |         68 |       litellm.llms.empower
import time:       105 |        172 |     litellm.llms.empower.chat
import time:       169 |        340 |   litellm.llms.empower.chat.transformation
import time:        82 |         82 |       litellm.llms.huggingface
import time:       249 |        331 |     litellm.llms.huggingface.chat
import time:       257 |        257 |     litellm.llms.huggingface.common_utils
import time:       254 |        841 |   litellm.llms.huggingface.chat.transformation
import time:        81 |         81 |     litellm.llms.huggingface.embedding
import time:       486 |        567 |   litellm.llms.huggingface.embedding.transformation
import time:        79 |         79 |       litellm.llms.oobabooga
import time:       112 |        190 |     litellm.llms.oobabooga.chat
import time:       135 |        135 |     litellm.llms.oobabooga.common_utils
import time:       224 |        548 |   litellm.llms.oobabooga.chat.transformation
import time:       233 |        233 |   litellm.llms.maritalk
import time:        74 |         74 |       litellm.llms.openrouter
import time:       109 |        183 |     litellm.llms.openrouter.chat
import time:       160 |        160 |     litellm.types.llms.openrouter
import time:       120 |        120 |     litellm.llms.openrouter.common_utils
import time:       260 |        723 |   litellm.llms.openrouter.chat.transformation
import time:        73 |         73 |       litellm.llms.groq
import time:       116 |        189 |     litellm.llms.groq.stt
import time:       209 |        397 |   litellm.llms.groq.stt.transformation
import time:        78 |         78 |     litellm.llms.anthropic.completion
import time:       299 |        377 |   litellm.llms.anthropic.completion.transformation
import time:        74 |         74 |       litellm.llms.triton
import time:       116 |        190 |     litellm.llms.triton.completion
import time:       139 |        139 |     litellm.llms.triton.common_utils
import time:       353 |        681 |   litellm.llms.triton.completion.transformation
import time:        81 |         81 |     litellm.llms.triton.embedding
import time:       424 |        504 |   litellm.llms.triton.embedding.transformation
import time:       120 |        120 |     litellm.llms.databricks.chat
import time:       166 |        166 |     litellm.llms.databricks.common_utils
import time:       591 |        875 |   litellm.llms.databricks.chat.transformation
import time:        83 |         83 |     litellm.llms.databricks.embed
import time:       235 |        317 |   litellm.llms.databricks.embed.transformation
import time:        75 |         75 |       litellm.llms.predibase
import time:       109 |        183 |     litellm.llms.predibase.chat
import time:       134 |        134 |     litellm.llms.predibase.common_utils
import time:       302 |        618 |   litellm.llms.predibase.chat.transformation
import time:        74 |         74 |       litellm.llms.replicate
import time:       109 |        183 |     litellm.llms.replicate.chat
import time:       136 |        136 |     litellm.llms.replicate.common_utils
import time:       291 |        609 |   litellm.llms.replicate.chat.transformation
import time:       101 |        101 |       litellm.llms.cohere
import time:       114 |        215 |     litellm.llms.cohere.completion
import time:       192 |        192 |     litellm.llms.cohere.common_utils
import time:       359 |        765 |   litellm.llms.cohere.completion.transformation
import time:        78 |         78 |       litellm.llms.snowflake
import time:       113 |        190 |     litellm.llms.snowflake.chat
import time:       351 |        540 |   litellm.llms.snowflake.chat.transformation
import time:        82 |         82 |     litellm.llms.cohere.rerank
import time:       311 |        393 |   litellm.llms.cohere.rerank.transformation
import time:        80 |         80 |     litellm.llms.cohere.rerank_v2
import time:       207 |        287 |   litellm.llms.cohere.rerank_v2.transformation
import time:        78 |         78 |       litellm.llms.azure_ai
import time:       109 |        187 |     litellm.llms.azure_ai.rerank
import time:       207 |        393 |   litellm.llms.azure_ai.rerank.transformation
import time:        77 |         77 |       litellm.llms.infinity
import time:       113 |        189 |     litellm.llms.infinity.rerank
import time:       139 |        139 |     litellm.llms.infinity.common_utils
import time:       236 |        563 |   litellm.llms.infinity.rerank.transformation
import time:        73 |         73 |       litellm.llms.jina_ai
import time:       113 |        186 |     litellm.llms.jina_ai.rerank
import time:       281 |        467 |   litellm.llms.jina_ai.rerank.transformation
import time:        82 |         82 |       litellm.llms.clarifai
import time:       112 |        194 |     litellm.llms.clarifai.chat
import time:       199 |        199 |     litellm.llms.clarifai.common_utils
import time:       380 |        772 |   litellm.llms.clarifai.chat.transformation
import time:        80 |         80 |       litellm.llms.ai21
import time:       111 |        191 |     litellm.llms.ai21.chat
import time:       234 |        425 |   litellm.llms.ai21.chat.transformation
import time:        97 |         97 |       litellm.llms.anthropic.experimental_pass_through
import time:       128 |        225 |     litellm.llms.anthropic.experimental_pass_through.messages
import time:       210 |        435 |   litellm.llms.anthropic.experimental_pass_through.messages.transformation
import time:       176 |        176 |   litellm.llms.together_ai.chat
import time:        81 |         81 |     litellm.llms.together_ai.completion
import time:       110 |        110 |       litellm.llms.openai.completion
import time:      1844 |       1953 |     litellm.llms.openai.completion.utils
import time:       340 |        340 |     litellm.llms.openai.completion.transformation
import time:       248 |       2621 |   litellm.llms.together_ai.completion.transformation
import time:        82 |         82 |       litellm.llms.cloudflare
import time:       116 |        197 |     litellm.llms.cloudflare.chat
import time:       322 |        518 |   litellm.llms.cloudflare.chat.transformation
import time:        78 |         78 |     litellm.llms.deprecated_providers
import time:       279 |        357 |   litellm.llms.deprecated_providers.palm
import time:        76 |         76 |       litellm.llms.nlp_cloud
import time:       117 |        192 |     litellm.llms.nlp_cloud.chat
import time:       144 |        144 |       litellm.llms.nlp_cloud.common_utils
import time:       234 |        378 |     litellm.llms.nlp_cloud.chat.transformation
import time:       202 |        771 |   litellm.llms.nlp_cloud.chat.handler
import time:        87 |         87 |       litellm.llms.petals
import time:       125 |        212 |     litellm.llms.petals.completion
import time:       135 |        135 |     litellm.llms.petals.common_utils
import time:       258 |        603 |   litellm.llms.petals.completion.transformation
import time:       242 |        242 |   litellm.llms.deprecated_providers.aleph_alpha
import time:        88 |         88 |     litellm.llms.vertex_ai.gemini
import time:       375 |        375 |     litellm.llms.vertex_ai.common_utils
import time:       294 |        294 |     litellm.llms.vertex_ai.vertex_llm_base
import time:       715 |        715 |       litellm.types.files
import time:       360 |       1075 |     litellm.llms.vertex_ai.gemini.transformation
import time:      1027 |       2858 |   litellm.llms.vertex_ai.gemini.vertex_and_google_ai_studio_gemini
import time:       235 |        235 |   litellm.llms.gemini.common_utils
import time:        88 |         88 |     litellm.llms.gemini.chat
import time:       273 |        361 |   litellm.llms.gemini.chat.transformation
import time:        87 |         87 |     litellm.llms.vertex_ai.vertex_embeddings
import time:       610 |        610 |     litellm.llms.vertex_ai.vertex_embeddings.types
import time:      1106 |       1802 |   litellm.llms.vertex_ai.vertex_embeddings.transformation
import time:        98 |         98 |       litellm.llms.vertex_ai.vertex_ai_partner_models
import time:       127 |        224 |     litellm.llms.vertex_ai.vertex_ai_partner_models.anthropic
import time:       258 |        482 |   litellm.llms.vertex_ai.vertex_ai_partner_models.anthropic.transformation
import time:        86 |         86 |     litellm.llms.vertex_ai.vertex_ai_partner_models.llama3
import time:       222 |        307 |   litellm.llms.vertex_ai.vertex_ai_partner_models.llama3.transformation
import time:        85 |         85 |     litellm.llms.vertex_ai.vertex_ai_partner_models.ai21
import time:       213 |        298 |   litellm.llms.vertex_ai.vertex_ai_partner_models.ai21.transformation
import time:        78 |         78 |       litellm.llms.ollama
import time:       113 |        191 |     litellm.llms.ollama.completion
